"","THREADS","mean_t","mean_e"
"1",1,10.0721473333333,543.540881333333
"2",2,10.9914196666667,358.376490333333
"3",4,11.548608,202.478835666667
"4",8,12.3714396666667,126.156708333333
"5",16,12.9372306666667,86.9835573333333
"6",32,18.3632066666667,67.526877
