"","THREADS","mean_t","mean_e"
"1",1,42.0986263333333,-2018.309707
"2",2,46.5785186666667,-651.858710333333
"3",4,48.6021896666667,863.258301666667
"4",8,50.571247,-1661.93197233333
"5",16,54.5988936666667,375.174044
"6",32,81.4022673333333,304.270568666667
